CPF,Nome,Idade,Sexo,Email,Nota ENEM,Abandono,Qual Semestre,CRA após o 2º Semestre,CRA após o 4º Semestre,CRA após o 6º Semestre
26688719495,Brian Knight,19,Feminino,grivera@example.org,795,False,,9.31,9.86,7.21
67433434818,Melissa Parker,26,Feminino,derek84@example.com,657,False,,9.68,7.7,5.57
65799365899,Michelle Russell,19,Feminino,marc63@example.com,699,True,3.0,5.82,7.64,7.82
65315732782,Virginia Osborne,24,Feminino,dianawalker@example.net,718,False,,5.14,6.18,9.64
50325060320,Brandon Lee,25,Masculino,andrewsalyssa@example.net,793,True,8.0,6.59,8.7,9.86
85369157256,James Warren,26,Masculino,brianromero@example.net,654,True,7.0,7.67,7.22,7.88
81641791077,John Walker,23,Masculino,ypierce@example.net,772,False,,8.8,6.14,5.35
66847934354,Lucas Deleon,19,Masculino,lucasdana@example.net,751,False,,8.74,8.64,5.55
54675755080,Stephanie Ford,24,Masculino,romerothomas@example.org,662,True,5.0,5.37,6.4,9.1
48573512834,Carlos Li,25,Feminino,shawn00@example.com,710,False,,5.21,8.91,7.51
66246272309,Susan Williams,19,Feminino,rachelbaird@example.com,765,False,,5.98,5.67,6.95
23627155944,Dustin Mckenzie,24,Masculino,perezrebecca@example.net,716,False,,6.97,5.25,9.57
50890861406,Roberto Williams,22,Masculino,rodriguezjose@example.org,645,True,7.0,5.7,5.79,5.74
25888929690,Jake Carter,19,Feminino,sullivanwillie@example.com,790,True,1.0,5.54,9.44,8.39
18420557061,Hailey Cohen,19,Feminino,manuel93@example.com,670,False,,9.18,8.2,5.41
13624169444,Todd Collins,24,Feminino,juankelly@example.org,776,False,,6.57,7.72,8.57
86531625686,Jennifer Fields,22,Masculino,john05@example.com,768,False,,6.42,8.57,6.3
98269723217,David Bean,22,Feminino,brewersusan@example.org,651,False,,6.21,7.57,6.31
61736944854,Gregory Lozano,18,Feminino,jesse01@example.com,741,False,,9.66,7.57,9.64
55577103891,Nicole Banks,19,Masculino,michael44@example.com,704,True,7.0,9.68,9.35,6.94
85615208740,Gregory James,28,Masculino,knightjesus@example.net,778,True,4.0,9.83,5.6,7.77
12869301675,Elizabeth Price,26,Feminino,bethany46@example.net,738,False,,9.47,8.59,6.75
71077812012,Jessica Thompson,20,Feminino,morganlinda@example.com,769,False,,5.8,5.57,7.96
14138941961,Donald Johnson,20,Masculino,davisgregory@example.org,673,False,,7.79,6.93,6.93
80252446502,Nichole Diaz,28,Masculino,fbass@example.net,764,False,,7.58,6.4,5.5
94793116451,Michael Haynes,27,Masculino,johnnyfigueroa@example.net,744,False,,5.9,8.8,7.47
23511598991,David Saunders,18,Feminino,arobles@example.com,796,True,6.0,9.82,8.67,5.26
25314032148,Brittany Jackson,28,Masculino,jasonbrown@example.com,781,True,7.0,9.28,8.87,5.12
88478188476,Ann Perry,22,Masculino,frussell@example.net,800,True,6.0,9.29,6.57,5.81
88317801087,Benjamin Rice,22,Masculino,sarahgray@example.net,752,False,,8.56,6.96,8.4
91335951004,Martin Ellis,24,Masculino,williambell@example.net,796,False,,8.82,7.8,7.44
42014341608,Vincent Terry,24,Feminino,cvazquez@example.net,689,False,,7.21,5.8,8.45
64441632341,Nathan Oconnor,23,Masculino,christinablack@example.org,740,False,,5.9,6.15,7.5
14553896915,Benjamin Barajas,24,Feminino,martinezdavid@example.net,664,True,4.0,9.78,8.22,9.1
62877962397,Felicia Harrison,18,Feminino,reyesmaria@example.org,798,False,,8.31,8.24,8.57
41776918944,Ronald Miller,22,Feminino,charles38@example.net,763,False,,9.1,7.5,8.55
55299282608,Jeffrey Jones,22,Masculino,travis39@example.com,653,False,,9.5,8.17,7.52
12739046063,Lisa Wilkins,23,Feminino,vgarcia@example.org,665,False,,8.21,7.58,9.92
26934107901,Holly Lewis,23,Masculino,brian83@example.org,762,False,,5.54,7.98,5.1
49873312698,Jacob Figueroa MD,22,Masculino,pgarcia@example.org,694,True,7.0,9.81,6.47,5.45
74674029856,Jeffrey Sanchez,20,Feminino,christopher98@example.org,705,False,,9.7,8.59,5.95
19039664474,Jeffrey Bowers,27,Masculino,cynthiahart@example.net,774,False,,8.39,5.77,9.68
21070535442,Nancy Gilmore,23,Feminino,cguerra@example.net,742,False,,8.86,5.19,6.5
18508458391,Thomas Atkins,21,Feminino,donovanpaul@example.com,736,False,,9.78,9.8,9.83
62607004304,Daniel Harrington,19,Masculino,walkerbobby@example.org,737,False,,9.13,5.28,6.67
56487128455,Matthew Franklin,20,Masculino,brownchristopher@example.org,753,False,,5.6,7.48,5.59
42209640700,Martha Hunter,19,Feminino,steven23@example.org,767,True,2.0,9.57,5.63,9.55
72871546593,Ashley Valdez,23,Feminino,bgill@example.net,689,False,,8.73,7.37,6.79
40992404799,Kimberly English,28,Masculino,brandysullivan@example.com,793,True,6.0,5.13,9.92,8.37
40594316246,Nancy Roberts,26,Masculino,chenderson@example.com,672,False,,8.26,5.86,9.5
13666618213,Linda Owen,23,Feminino,karen52@example.com,642,False,,7.52,7.92,9.22
56319629259,Jennifer Cooper MD,26,Masculino,jason16@example.com,788,True,5.0,6.79,6.35,9.17
30542358585,William Jordan,22,Feminino,pottspeter@example.com,758,False,,5.9,9.56,7.35
92350836333,Carlos Moore,24,Feminino,zking@example.org,735,False,,6.48,8.58,6.17
90411984124,Ellen Rodriguez,23,Feminino,hcoleman@example.com,695,False,,5.9,7.92,5.21
74520235977,Donna Garcia,18,Feminino,samuelaguilar@example.org,767,False,,7.96,8.3,9.36
37617929519,Alexandria Aguilar,21,Feminino,tylerstanley@example.net,777,True,5.0,8.32,6.78,9.5
69479455898,Dylan Harris,20,Feminino,michaelbartlett@example.org,735,True,4.0,6.69,5.74,9.6
74738207373,Joseph Williams,25,Feminino,john83@example.net,775,True,2.0,8.63,7.77,8.6
7965221149,Brooke Jones,25,Feminino,donalddavid@example.com,721,False,,6.92,6.7,7.51
44597465856,Zachary Torres,23,Masculino,deckerbenjamin@example.net,740,False,,9.13,9.95,6.73
70673698621,Roy Leblanc,25,Feminino,danielmoore@example.net,709,False,,9.57,6.85,9.96
84468225363,Todd Buckley,26,Feminino,dawn32@example.com,667,True,6.0,5.6,9.97,7.31
68982215332,Christopher Walker,22,Masculino,pmanning@example.com,653,False,,6.31,6.95,9.48
699229930,Elaine Baird,25,Feminino,wilsonmelissa@example.org,753,False,,9.2,6.91,5.68
91920539502,Mark Kim,22,Feminino,catherine16@example.net,758,False,,8.59,7.28,8.2
32624510391,James Aguilar,25,Masculino,hmason@example.org,797,False,,9.77,5.14,5.9
39448406347,Dean Carson,19,Feminino,kevinhammond@example.net,725,False,,7.35,8.6,5.17
66666121289,Elizabeth Bell,18,Feminino,ehuffman@example.org,694,True,8.0,6.27,9.84,7.7
52596546433,Dylan Morgan,19,Feminino,david07@example.net,652,False,,5.51,9.31,6.47
45606508994,Daniel Stanley,27,Feminino,stephensimpson@example.org,706,True,6.0,5.51,6.69,7.84
98947254699,Patrick Harper,21,Masculino,michaelwade@example.com,715,False,,9.13,9.8,5.33
9503832331,Patrick Bullock,21,Masculino,tom40@example.net,664,True,5.0,5.74,8.15,8.97
698188151,Thomas Douglas,25,Masculino,jenniferwashington@example.org,716,True,6.0,7.2,6.43,7.51
37576046050,Michael Frye MD,21,Masculino,tinagates@example.com,790,False,,5.2,6.47,5.16
33559533743,Michael Boone,20,Masculino,lopezbobby@example.net,659,False,,8.6,8.21,7.35
2478149204,Lisa Smith,19,Feminino,jjohnson@example.net,780,False,,7.86,8.86,9.79
50978666179,Justin Phillips,23,Masculino,masonnelson@example.net,789,False,,7.92,6.69,5.95
12884280197,Stephanie Wade,21,Feminino,johnstonmatthew@example.net,732,False,,5.91,5.94,8.56
74849343334,Jeffrey Olson,26,Feminino,tpowell@example.net,670,False,,5.49,8.73,8.8
21654979332,Melissa Lee,26,Feminino,jennifercoleman@example.com,748,False,,8.54,6.14,6.92
38538182186,Amy Thomas,28,Masculino,steven21@example.com,722,True,5.0,6.0,5.47,9.54
6615258121,Jason Alvarado,26,Feminino,jenniferhansen@example.com,664,False,,8.94,6.23,7.31
20131878094,Brandy Bentley,20,Masculino,davidchristine@example.net,717,True,6.0,6.94,7.83,5.95
95780906789,Amy Martinez,19,Feminino,pmurphy@example.com,654,False,,7.76,6.14,5.98
60752705061,Dana Brown,27,Feminino,nathaniel71@example.com,650,False,,7.36,6.32,5.26
99445957697,Jocelyn Nguyen,18,Feminino,elliottjohn@example.com,786,False,,8.46,9.92,7.72
33644620688,Jessica Lee,23,Feminino,jdavis@example.com,782,False,,9.39,6.52,6.33
52785523198,Mr. Bryan Gonzalez,23,Feminino,maria16@example.com,720,False,,9.34,6.5,8.23
39967547207,Christopher Mitchell,24,Masculino,aguirrematthew@example.org,734,False,,9.37,5.39,8.52
32329838171,John Ross,24,Feminino,vickicook@example.com,726,True,1.0,7.61,6.9,9.71
96059838808,Julie Williams,19,Feminino,jeremy47@example.com,763,False,,7.17,9.9,9.8
61394858032,Sandra Potter,27,Feminino,njones@example.com,703,False,,6.13,7.25,6.77
12732727371,David Wood,27,Masculino,susanpowell@example.org,659,False,,7.73,9.9,9.34
72621441441,Alisha Nunez,22,Feminino,crystalmartin@example.net,748,False,,7.6,8.92,8.66
29828395914,Brian Lopez,24,Masculino,wellscarolyn@example.com,733,False,,7.64,6.5,7.17
99932193383,Thomas Flores,27,Masculino,bethstone@example.net,714,False,,7.4,7.42,5.66
38952101806,Nicholas Smith,28,Feminino,lewisbrittany@example.org,739,False,,7.81,8.81,9.67
97742219528,Joshua Rodriguez,18,Feminino,jensenkristen@example.org,696,False,,5.89,9.76,6.66
81927498076,Alexander Cardenas,20,Feminino,troy07@example.org,722,False,,7.53,5.37,8.86
11530371387,Ashley Harper,22,Feminino,fhicks@example.net,731,True,6.0,8.38,5.3,6.5
16684034236,Derek Zuniga,27,Masculino,zcastro@example.org,759,True,7.0,9.63,6.55,9.45
85376100774,Heather Mathis,26,Masculino,gregorydougherty@example.com,742,False,,9.23,6.31,9.53
95511636154,Bryan Hayes,18,Masculino,robert13@example.net,728,False,,9.28,5.87,5.97
94815952745,Melissa Oneill,20,Feminino,fieldscourtney@example.org,779,False,,6.35,7.29,9.7
23521085358,Jacob Riley,24,Feminino,ebass@example.net,778,False,,9.38,8.49,6.28
68321842820,Timothy Lopez,19,Masculino,gwilliams@example.net,640,False,,5.99,6.84,5.4
27343137838,Miranda Tucker,23,Feminino,victor33@example.org,695,False,,5.92,9.88,6.91
22226472939,Holly Stephens,27,Masculino,laurendavis@example.org,642,False,,7.13,5.8,6.44
54195785985,Michael Dickerson,22,Feminino,lowerobert@example.net,703,True,1.0,9.89,6.36,6.9
13925365034,Jessica Alvarez,20,Feminino,meganleach@example.net,689,True,4.0,6.56,6.91,8.33
18913444269,Elizabeth Cooper,26,Masculino,lisabrown@example.net,658,False,,5.67,8.58,7.44
21455014046,William Clarke,19,Feminino,dwagner@example.com,666,False,,9.64,8.9,8.1
13852116041,Teresa Webster,28,Feminino,michael49@example.org,671,False,,5.9,7.65,8.89
80775579287,James Manning,18,Feminino,tommyortiz@example.com,671,False,,6.94,5.5,9.1
39927814587,Keith White,27,Feminino,esmith@example.net,668,False,,7.92,6.37,9.15
15811594834,Kristen Cooper,22,Feminino,bchaney@example.org,722,True,8.0,7.31,7.52,8.66
7759626634,Jerome Green,19,Masculino,hstevens@example.com,797,False,,5.6,6.48,6.98
10333762392,Sean Montes,18,Masculino,shelleywilson@example.org,715,False,,7.13,7.75,7.86
34186918388,Tricia Peters,22,Feminino,gmalone@example.com,797,False,,9.43,7.65,9.6
83256272420,Michael Weeks,25,Masculino,rebeccareyes@example.com,650,True,6.0,6.26,9.76,7.76
19602480228,Cory Beasley,21,Feminino,daniel66@example.net,765,True,3.0,6.19,5.92,6.52
1638515674,Jonathan Davis,25,Masculino,clarklynn@example.org,696,False,,6.58,8.19,5.51
83262726529,Robert Sullivan,21,Masculino,jillroberts@example.org,714,False,,6.27,6.71,7.44
68790575063,Kristen Phillips,28,Feminino,jenkinstammy@example.com,647,False,,7.7,8.64,5.71
21433191036,Garrett Perez,21,Masculino,collinsmichael@example.org,763,False,,6.82,8.16,7.42
72825286693,Helen Steele,25,Feminino,stacycompton@example.com,718,False,,6.29,8.89,6.18
21926722620,Colleen Castaneda,20,Masculino,woodsrandy@example.org,717,False,,5.69,6.4,6.98
14571526063,Virginia Gonzalez,27,Feminino,morgansamantha@example.org,725,True,1.0,7.82,5.72,7.2
64241076846,Christopher Yates,23,Feminino,walkerjoseph@example.org,696,True,6.0,5.5,8.8,8.25
41930351122,Stephen Jackson,26,Masculino,jeffrey48@example.net,696,True,1.0,7.34,9.0,5.22
58959055507,Veronica Gilbert,25,Feminino,rickperkins@example.com,646,True,4.0,8.6,6.16,9.53
48306249460,Carla Compton,27,Feminino,margaretcook@example.net,793,False,,6.14,8.2,5.54
35346187759,Dawn Shepherd,20,Masculino,briannawebb@example.org,744,False,,8.5,9.3,5.23
80741156734,Robert Johnson,26,Masculino,orrhunter@example.org,655,True,1.0,6.51,7.12,7.59
7613447398,Gabrielle Woods,25,Masculino,alexanderpatricia@example.com,652,False,,8.11,8.8,5.5
66253240052,Jose Anderson,25,Feminino,badams@example.com,681,False,,9.31,5.24,8.62
98627081364,April Doyle,21,Masculino,janet39@example.org,726,True,4.0,7.23,5.1,7.79
96546458366,Kristen Bowen,22,Masculino,garciachristopher@example.com,749,False,,6.2,7.53,8.62
44426487782,Alexandra Hall,27,Feminino,jason99@example.org,773,False,,7.7,7.89,8.25
48503407070,Rodney Ward,28,Feminino,zpierce@example.org,652,True,5.0,7.96,9.51,7.66
89663969012,Linda Tyler,21,Feminino,nathan44@example.org,792,False,,6.4,8.27,5.1
75854190333,Alexander Hawkins,24,Feminino,aaronyork@example.net,754,True,3.0,9.99,8.11,8.5
83683723149,Kelsey Johnson,22,Feminino,connertom@example.net,658,False,,5.28,5.84,7.21
7740028834,Dr. Jermaine Snyder,27,Feminino,njohnson@example.com,669,False,,5.49,9.13,9.83
54223881242,Travis Mckinney,21,Masculino,thomasjohn@example.com,702,True,4.0,5.33,9.4,8.83
65247482503,David Perez,21,Masculino,lrice@example.net,762,False,,6.78,7.72,5.5
93647785856,Tammy Carter,21,Masculino,cbooth@example.com,661,True,5.0,9.45,5.32,5.53
76404770233,Ryan Gonzales,20,Masculino,dtorres@example.net,728,False,,7.16,5.24,5.81
87098702927,Michael Sharp,19,Feminino,tinatran@example.com,640,False,,5.21,6.79,6.39
94709551166,Joanne Lloyd,20,Masculino,christinemartinez@example.com,660,True,4.0,8.68,7.85,5.87
41689891217,Lee Holland,25,Masculino,jsmith@example.org,723,True,3.0,5.29,5.22,6.3
16581337287,Tammy Chapman,22,Masculino,lmoran@example.net,758,False,,9.3,8.16,7.6
63848167066,Dustin Wallace,18,Feminino,lcervantes@example.org,722,False,,8.28,9.54,6.91
68508545053,Todd Collins,18,Feminino,codygarcia@example.net,789,False,,7.0,7.36,9.33
93726748569,April Williams,28,Masculino,psmith@example.com,727,False,,7.87,8.56,9.5
80665174978,Edward Carter,18,Masculino,georgebrian@example.com,679,False,,8.59,6.52,7.4
18200281726,Jessica Zamora,25,Feminino,eric12@example.net,643,False,,7.42,6.73,9.15
3388523511,Amy Mendoza,25,Masculino,edwardjenkins@example.com,736,False,,6.49,5.91,7.58
62702315837,Terry Santana,28,Feminino,vwilliamson@example.org,745,False,,8.16,7.8,7.65
44956858575,Dominic Rodriguez,27,Masculino,cruzchristopher@example.org,646,False,,6.48,9.89,5.52
13648395153,Jessica Lyons,21,Feminino,renee49@example.com,777,False,,9.28,7.3,5.18
52037961284,Michael Jones,24,Feminino,dgriffin@example.com,789,False,,7.7,6.76,9.98
78129086992,Linda Malone,20,Feminino,hjones@example.org,673,False,,5.4,9.5,7.81
32730452300,Samantha Bradley,28,Feminino,iodonnell@example.org,656,False,,5.15,9.51,6.17
51933793426,Michael Hernandez,26,Masculino,mark09@example.com,645,False,,9.58,5.4,5.65
17992787230,Kimberly Gaines,19,Masculino,wesley06@example.com,676,False,,9.87,8.4,8.98
96777419255,Kimberly Martinez,23,Masculino,stephaniesmith@example.com,742,False,,6.63,9.97,8.15
29915019492,Jeffrey Villa,26,Feminino,william11@example.com,763,True,2.0,6.6,7.47,9.21
71539160834,Kristopher Nelson,25,Masculino,smithedward@example.net,642,True,7.0,8.21,7.5,9.49
89899672817,Amy Miller,18,Feminino,joseph17@example.com,795,False,,5.43,5.14,6.94
77996231987,Kimberly Ford MD,27,Masculino,michellelindsey@example.net,766,False,,9.61,8.1,8.18
28187693964,Edwin Castillo,25,Feminino,jrodriguez@example.com,741,False,,9.0,5.2,9.51
52176675014,Tony Jones,25,Masculino,hilltodd@example.com,707,False,,7.44,8.1,8.83
48760277138,Robert Phillips,22,Feminino,christopher55@example.com,728,True,2.0,7.67,7.41,9.36
3511154899,David Ramos,18,Feminino,velazquezzachary@example.com,789,True,7.0,6.48,6.69,9.59
29553927037,Christopher Harris,21,Masculino,simmonsjoseph@example.com,800,True,2.0,6.64,5.71,9.87
2382563995,Tiffany Campbell,26,Feminino,masseyjonathan@example.org,711,True,5.0,5.65,9.44,7.18
3839123155,James Rocha,26,Feminino,jbrewer@example.net,726,False,,8.98,5.62,8.96
59923659413,Michele Carter,24,Feminino,lsmith@example.org,655,False,,8.5,7.19,7.85
84660278914,Laura Ramirez,21,Feminino,steinmichael@example.org,699,True,5.0,5.6,8.1,9.15
39803983419,Nicole Turner,24,Masculino,alex88@example.org,681,True,5.0,8.68,7.37,5.81
54938652848,Angela Macias,20,Feminino,adamcunningham@example.org,727,False,,8.97,6.29,5.11
71494328077,Jonathan Stafford,24,Masculino,kimberly05@example.com,694,False,,9.95,5.34,9.5
40871258059,Jerry Watts,28,Masculino,sharon30@example.net,670,True,8.0,7.3,8.57,5.2
5114980437,Nicholas White,26,Feminino,scampos@example.com,796,False,,6.87,6.18,6.87
2530460100,Timothy Stone,21,Masculino,riverakim@example.org,681,False,,7.3,8.49,9.12
96186907729,Diana Hood,27,Feminino,davislinda@example.org,776,False,,5.1,6.28,8.78
95951552328,Michael Reyes,21,Masculino,john11@example.org,656,True,3.0,8.21,7.96,9.61
87492418257,Christopher Roberts,20,Masculino,whall@example.com,769,False,,8.6,5.66,5.36
8567569,Andrew Evans,19,Feminino,alvaradoallison@example.net,647,False,,6.53,7.8,8.78
89078846379,Sean Fritz,26,Feminino,foxmatthew@example.org,768,False,,8.12,5.1,6.89
6436411390,Richard Collins,18,Masculino,dawnmartinez@example.com,775,False,,8.36,5.9,7.44
62294832223,Jeffrey Alexander,28,Masculino,peternguyen@example.net,740,False,,9.96,7.61,6.76
90165147222,Kathy Carrillo,22,Masculino,qmurray@example.net,686,False,,9.34,7.1,7.95
65231270154,Brooke Harding,21,Feminino,oduke@example.com,645,False,,6.82,8.45,7.99
95322525269,Sarah Baker,25,Masculino,gina46@example.net,779,True,6.0,8.53,7.97,8.71
50984660832,Jonathan Conley,19,Masculino,bryan12@example.net,738,False,,8.34,6.96,9.5
73985561267,Brandon Moss,28,Masculino,vtaylor@example.com,760,False,,7.85,6.81,5.58
19498728305,Peter Lopez,20,Feminino,stacey81@example.org,666,False,,8.12,9.3,6.69
67839473464,Heather Keith,23,Feminino,murphydarren@example.org,778,False,,5.62,9.98,9.69
37292358819,Dr. Daniel Ray,28,Feminino,sherri07@example.com,653,False,,6.73,8.21,7.21
16280085958,Susan Jensen,26,Masculino,rparks@example.net,720,False,,6.53,8.9,7.89
76739471327,Dean Cannon,25,Feminino,alexmacdonald@example.com,679,False,,8.42,6.73,8.53
22536192863,Michael Richards,22,Masculino,daviselizabeth@example.net,697,False,,8.4,6.2,8.65
82550095750,John Parker,25,Masculino,katrinawright@example.net,799,True,5.0,8.8,6.91,6.57
10898021997,Ashley Parker,28,Feminino,david31@example.net,787,True,7.0,9.95,5.16,5.72
21321430556,John Harper,25,Feminino,jonathanlandry@example.com,740,False,,6.29,7.47,9.4
33140293566,Anita Price,25,Feminino,melindatate@example.com,776,True,5.0,8.35,8.38,6.87
92743690014,Kristen Smith,26,Feminino,taylor82@example.org,697,False,,5.51,9.88,9.24
1549591912,Christine Davis,25,Feminino,denise94@example.com,744,False,,8.75,9.33,8.5
97620097339,Howard Bentley,25,Masculino,hbrown@example.org,690,False,,8.96,6.95,8.93
24546284232,Victoria Martin,18,Feminino,kyle61@example.com,664,True,3.0,9.19,8.58,8.84
1684501691,Tyler Quinn,18,Feminino,charles22@example.net,778,False,,9.47,6.23,8.9
97612208281,Michael Wheeler,20,Feminino,mcconnellnicole@example.org,730,True,6.0,7.31,8.63,9.66
90745491307,Tamara King,18,Feminino,adamsstephanie@example.com,783,False,,9.23,5.46,6.18
58320815234,David Schroeder,20,Masculino,svargas@example.net,665,True,7.0,9.74,5.81,9.68
60583684882,Kyle Stone,25,Feminino,ymartinez@example.org,766,False,,9.32,9.62,6.17
56337059161,Preston Moon,20,Feminino,rossraymond@example.org,776,False,,8.26,9.7,7.44
40323875130,Rebecca Blair,26,Feminino,kramirez@example.org,649,True,7.0,6.8,5.63,8.29
73715703070,Todd Johnson,20,Feminino,mgaines@example.com,658,False,,9.9,5.26,8.14
17651551591,Angela Morris,25,Feminino,ian48@example.net,670,True,5.0,5.51,9.66,6.74
54918275976,Gabriel Bryant,20,Masculino,vanessa20@example.net,718,False,,8.76,5.13,8.13
40627460823,Robert Macdonald,26,Feminino,molly68@example.net,693,True,6.0,9.15,7.83,5.51
76724057574,Shane Rubio,27,Masculino,carpenteramanda@example.org,746,False,,8.26,8.1,5.77
59494557458,Anna Valencia,23,Feminino,jenna56@example.com,741,True,3.0,9.81,6.7,5.34
36235907189,Cody Martinez,25,Masculino,jason69@example.com,754,False,,9.8,5.2,7.66
21431213053,Jessica Hernandez,23,Feminino,dwalls@example.net,769,False,,6.86,5.9,6.57
46058930616,John Bush,27,Feminino,myerssharon@example.net,757,False,,5.1,5.87,5.28
3271076978,Katherine Cox,20,Masculino,stephenrivera@example.com,696,False,,5.64,7.3,9.65
42750284599,Amber Smith,24,Masculino,debra29@example.net,720,False,,5.9,7.5,9.64
80307325725,Nicole Lewis,28,Masculino,morriskimberly@example.org,698,True,7.0,6.15,9.77,5.99
64088136605,Tiffany Wheeler,23,Feminino,lewisdanny@example.com,719,True,4.0,8.38,7.33,7.25
5971858194,Christine Bartlett,22,Masculino,julianchristensen@example.org,659,True,8.0,9.92,8.18,5.9
96617819980,Dr. Jennifer Hernandez MD,22,Feminino,cgraves@example.net,654,False,,7.87,9.55,9.83
11062645657,Amy Mclaughlin,24,Masculino,katelynstephens@example.org,646,False,,8.67,5.59,6.39
68835484965,Brandi Osborn,26,Masculino,fjohnson@example.net,672,False,,9.58,6.92,9.85
43204182869,Jesse Munoz,26,Masculino,scottsimmons@example.org,787,False,,6.6,8.43,7.22
83382587235,Christy Garcia,28,Feminino,joandean@example.com,655,False,,9.2,9.22,5.1
93845764366,Donald Mccarthy,19,Feminino,john23@example.org,788,False,,7.19,7.34,8.25
62344481295,Julian Kelley,28,Masculino,vincentdaniel@example.com,715,False,,9.41,6.24,5.96
83969544827,Jason Harper,20,Feminino,jeffrey87@example.org,735,False,,5.77,6.96,9.62
71994419842,Lindsey Hernandez,23,Feminino,paul38@example.com,734,True,8.0,7.5,8.89,7.26
6135080745,Daisy Mejia,26,Masculino,mullinscollin@example.net,776,True,4.0,8.94,8.59,9.59
95370437533,Harold Smith,20,Masculino,christopher69@example.org,711,True,1.0,6.3,7.63,5.85
29536046264,Sierra Dickerson,20,Feminino,adamsrichard@example.com,762,True,5.0,6.68,9.39,8.61
55774263,Michael Newman,18,Feminino,vdiaz@example.com,754,False,,8.14,6.85,5.13
80636133784,Lauren Robinson,22,Masculino,qbrandt@example.org,753,False,,6.3,5.21,7.6
40746043460,Danielle Wright MD,19,Masculino,carrtimothy@example.org,682,True,4.0,9.53,6.13,5.36
47205845738,Robert Gonzales,24,Feminino,elizabethfloyd@example.net,642,False,,6.31,6.14,7.6
9690892699,Rhonda Buckley,23,Feminino,salinasjason@example.org,648,False,,8.68,8.22,9.67
5203269655,Terry Cunningham,26,Feminino,erinjackson@example.net,753,True,5.0,8.69,5.45,5.49
81544861075,Erin Lindsey,26,Feminino,james03@example.com,746,False,,9.63,5.72,8.12
52385019351,Michael Ho,27,Feminino,rowekaitlyn@example.net,715,False,,5.94,9.2,6.8
53992128505,Lauren Burgess,25,Masculino,amymata@example.net,752,True,7.0,6.18,9.21,9.47
41116223307,William Ford,23,Feminino,matthew80@example.com,781,False,,8.34,8.54,5.64
69752095070,Rebecca Hernandez,27,Feminino,knapptimothy@example.com,693,False,,7.72,5.31,5.98
79903671518,Tamara Blair,25,Feminino,jasonhill@example.net,781,True,5.0,5.5,5.3,7.27
6130021501,Tristan King MD,22,Masculino,michelemartin@example.org,783,True,7.0,5.91,8.43,5.0
8251208163,Bradley Torres,25,Masculino,bonnie96@example.net,752,False,,6.24,6.57,6.22
69461559309,David Galloway,18,Masculino,kellycharles@example.net,766,False,,7.71,5.7,9.26
54528936419,Laura Stein,21,Feminino,ktrujillo@example.net,648,False,,9.87,8.51,9.12
87866457617,Lorraine Jones,28,Masculino,joannlawrence@example.com,719,False,,5.69,6.13,8.5
7002103776,Garrett Robertson,18,Masculino,burkeanthony@example.net,662,False,,7.73,7.0,8.58
54883823138,Debra Lopez,28,Feminino,zhenderson@example.org,656,True,5.0,7.55,9.83,8.24
970494705,Jason Green,21,Masculino,denise79@example.org,736,False,,8.34,6.6,7.28
81201784300,Jason Rodriguez,26,Masculino,jacksonangel@example.org,773,False,,9.2,5.17,8.79
97854061984,Christopher Fisher,28,Feminino,mreeves@example.org,647,True,3.0,5.84,6.5,9.76
39581223883,Amber Romero,24,Masculino,calvinvasquez@example.com,658,False,,6.2,7.9,9.69
1869970835,Kelli Rodriguez,27,Feminino,rachelandersen@example.com,787,False,,7.64,7.7,5.24
85103466894,Christina Smith,24,Feminino,kvalencia@example.com,699,False,,8.51,7.97,9.46
2251600448,Eric Ramirez,23,Masculino,smithkimberly@example.com,645,True,3.0,8.35,6.98,8.8
5034963207,Samantha Wilson,24,Feminino,joneschristopher@example.org,683,False,,6.66,9.91,6.22
5811100608,Wendy Dorsey,20,Masculino,tylerberger@example.com,676,False,,7.87,5.83,7.13
43693576946,Terry Gregory,23,Masculino,natashabarber@example.org,659,False,,8.29,8.19,8.77
39631663792,Amy Meadows,25,Feminino,vbrown@example.org,674,False,,7.82,6.25,9.87
99784974544,Vanessa Moreno,19,Feminino,ortegamitchell@example.net,668,False,,7.31,5.9,7.12
2182938182,Melvin Wright,18,Masculino,roserhodes@example.org,712,False,,6.48,5.7,9.68
31623800560,Michael Parks,20,Feminino,williehart@example.com,772,False,,6.38,5.7,7.7
43911561812,Wendy Boone,24,Masculino,whitechristian@example.com,674,False,,5.52,8.89,6.58
3407744795,Nicholas Wood,21,Feminino,ashley61@example.com,789,False,,9.65,9.18,9.81
81688577092,Thomas Conner,26,Masculino,steven74@example.org,777,True,3.0,5.87,5.56,7.19
65261362058,John Powers DDS,20,Masculino,wmontgomery@example.net,755,False,,5.31,5.25,8.6
5872479121,Jordan Clark,22,Masculino,marthagutierrez@example.net,776,False,,7.2,6.58,9.11
53089243272,Todd Mason,21,Feminino,djohnson@example.com,663,False,,9.92,6.42,8.97
88809856263,Michael Sanchez,24,Masculino,paynekyle@example.net,716,False,,5.0,5.35,9.2
57419612916,Lucas Cruz,26,Feminino,oking@example.org,722,False,,8.77,6.67,5.16
39353585233,Patrick Ashley,28,Masculino,nancygonzalez@example.org,798,False,,7.66,6.63,7.32
90980674754,David Smith,19,Feminino,derek44@example.net,745,False,,7.8,6.94,9.77
